1442,15151,-9791,52930204.8,1621,-4469.0,5859.0,-7623.64,-1587,-13563,8928775.9104,-8042,-9377.0,-6197.0,235.8,8766,-5185,17271671.68,-704,-2257.0,1974.0,-11735.44,-6394,-18409,16356368.7264,-10517,-15926.0,-8600.0,6942.36,10760,1840,6171342.3104,7925,4786.0,8374.0,-7933.92,11061,-25839,208888167.27359998,-10917,-22117.0,8923.0,1
2154.8,15897,-8899,58960246.080000006,956,-4020.0,6940.0,-8148,-2525,-14067,7308383.92,-8545,-8867.0,-7491.0,-1287.72,9058,-5639,18147456.7616,-2495,-4390.0,-587.0,-12174.6,-6107,-18138,15638129.040000001,-11909,-15554.0,-8749.0,8090.8,13271,-543,12619170.639999999,9212,5547.0,10612.0,-9147.32,11254,-25599,204359846.2176,-15378,-22896.0,7180.0,1
2314.24,13117,-12131,79894823.9424,5373,-6501.0,10522.0,-3703.12,890,-13832,16737562.505600002,-1889,-4573.0,-1091.0,-1228.2,1372,-3508,2097316.72,-1157,-2563.0,-50.0,-12922.12,-6603,-15879,9793980.1056,-14696,-15354.0,-10457.0,4136.2,10451,-1568,9146655.92,3423,1953.0,7166.0,-16886.2,7641,-27268,103222489.44,-21097,-23726.0,-14510.0,1
1229.28,15385,-8635,59844833.16159999,-1121,-4130.0,6944.0,-8641.96,-2325,-13817,7629988.1984,-9090,-10353.0,-8018.0,-586.28,9533,-5754,25692773.961600002,-2990,-3608.0,1608.0,-10084.16,-2963,-16355,18413619.4144,-10992,-13170.0,-6408.0,8454.4,13468,1087,9715254.96,8731,6243.0,10604.0,-9463.32,8807,-25835,186042232.2976,-12707,-22967.0,5780.0,1
4378.68,14875,-4642,35846705.4176,2343,422.0,9319.0,-10008.88,-5801,-15473,5467429.3056,-9267,-11503.0,-8782.0,5423.28,13367,-4752,31659731.0816,5785,1320.0,9850.0,320.6,11950,-12659,106057861.67999999,5365,-10492.0,10718.0,616.08,3230,-4118,3006868.6336,1210,-357.0,1843.0,-9035.12,6057,-25404,153758046.6656,-13207,-21545.0,3195.0,1
918.64,12935,-6514,31081773.1904,285,-3563.0,2453.0,-9908.88,-6807,-14847,4782855.5456,-9525,-11586.0,-8116.0,3237.72,13059,-6753,45222357.9616,3786,-2965.0,9237.0,2969.8,17603,-12963,149035907.68,4478,-10703.0,15354.0,1967.2,7606,-3964,11343857.76,1330,206.0,5073.0,-5753.48,11205,-24961,199869660.8896,-2796,-20870.0,8151.0,1
1124.44,12911,-8849,42670304.8864,819,-3531.0,5689.0,-11975.04,-7330,-17778,5760099.8784,-11984,-12879.0,-10770.0,4136.88,11080,-5307,31495676.2656,5295,-837.0,9274.0,4286.24,17990,-11733,144255273.3024,8027,-10559.0,16186.0,2946.2,6018,-2410,5095942.8,3673,2171.0,4645.0,-8361.56,9855,-25510,178770990.4864,-10346,-21249.0,5971.0,1
3865.12,15510,-5843,47529041.0656,2671,-477.0,10037.0,-9589.64,-7617,-13989,2481773.3504,-9359,-10102.0,-8448.0,4479,11555,-4028,26220531.84,5680,401.0,8125.0,191.68,10558,-13693,100904147.5776,6123,-12245.0,9202.0,1772.76,4126,-1887,3749227.8624000004,2655,97.0,3317.0,-8976,9333,-25994,184261736.24,-12111,-22423.0,5926.0,1
3395.36,14554,-7009,47642350.230399996,2325,-1381.0,9805.0,-9121.6,-6304,-14641,4027106.64,-8433,-10440.0,-7793.0,4689.52,13425,-3943,29233263.2896,5324,-585.0,7814.0,-1597,7346,-13586,65789309.36,2351,-11819.0,5603.0,7983.28,12292,3382,7770511.8016,8101,5284.0,10399.0,-10206.32,7561,-26841,173745633.0976,-14932,-22732.0,4600.0,1
3211.68,14687,-5953,34230578.6976,3700,-1377.0,4414.0,-13302.04,-7153,-17526,8340449.5584,-14002,-15362.0,-12230.0,4453.76,12046,-4748,30908383.8624,5113,-106.0,9777.0,1228.72,14337,-12071,116571847.0816,1344,-10152.0,12781.0,4921.2,7790,-24,5051337.76,5195,3411.0,6762.0,-7118.52,8528,-25717,168223323.6096,-3676,-20828.0,5461.0,1
4507.44,16634,-5609,47116904.8864,3914,-1009.0,9560.0,-10915,-5521,-16512,6609950.64,-11048,-11946.0,-10239.0,3337.32,13140,-4281,31841150.6176,2913,-1787.0,6490.0,-1974.32,7229,-14042,70823573.4176,2554,-11373.0,5788.0,2219.68,4933,-3689,5555907.897600001,2993,161.0,3981.0,-7743.16,8661,-24804,165366983.7344,-8227,-20631.0,5870.0,1
3632.84,15052,-7058,47607815.5744,3507,-1782.0,9189.0,-9649.48,-5808,-15912,5506524.9696,-8855,-10464.0,-8363.0,3694.36,12790,-3439,25650610.7104,3563,-459.0,6723.0,-381.96,8962,-13384,79850193.5584,4651,-11566.0,7851.0,3027.04,7325,-1403,5679613.5584,3790,848.0,4664.0,-7793.12,10000,-24752,180007977.7856,-10073,-20550.0,6965.0,1
9984.4,13833,6200,3166974.96,9205,8753.0,11248.0,-7716.44,-3938,-17473,15508740.086400002,-6331,-9330.0,-4720.0,1523.04,6216,-5014,13810881.3984,2383,-1942.0,5166.0,-2435.08,5478,-14889,36947960.1536,-1607,-6629.0,2480.0,-2310.52,4176,-9111,15816196.569600001,-2491,-6483.0,1306.0,-4390,2093,-9491,10946074.96,-3778,-7425.0,-1499.0,4
9355.44,14276,2954,8249536.8064,9498,6923.0,11660.0,-5084.76,960,-16347,30342062.2624,-2840,-8655.0,-402.0,-2662.8,6041,-6928,16285548.0,-3846,-6034.0,-251.0,507.64,9993,-9647,34377652.3104,-146,-4406.0,6258.0,-5514.04,134,-10868,7928137.0784,-5604,-7449.0,-3427.0,-2139.92,-325,-4129,880485.4336,-1932,-2849.0,-1451.0,4
6319,10458,977,5208273.28,6240,4463.0,8050.0,-7568.2,-1790,-19110,25923843.279999997,-6132,-10302.0,-3793.0,-5506.84,5121,-11331,19159805.4144,-6276,-8719.0,-3148.0,-1699.36,11208,-17231,63071810.0704,-2194,-6129.0,4197.0,-2552.96,3319,-8494,8404117.4784,-2942,-4368.0,-289.0,-1089.68,3489,-2962,2581533.3376,-1442,-2280.0,-389.0,4
5436.04,7157,3767,1761572.9184,5279,4048.0,6872.0,-10911.84,-6972,-15247,7313088.854400001,-11297,-13306.0,-8183.0,-8525.56,-4065,-10874,3420085.1264,-9251,-9856.0,-7892.0,-5809.52,5312,-22091,90463770.0896,-1656,-14820.0,2394.0,2778.04,12487,-7764,43964806.3584,3237,-3550.0,7968.0,5469.4,10700,791,9599812.64,5211,2746.0,7559.0,2
6032.2,8308,4002,2863260.0,5590,4346.0,8054.0,-7723.72,-3650,-12641,10170292.2816,-7492,-10597.0,-4448.0,-8862.12,-4974,-10448,2756525.3856,-9768,-10157.0,-7825.0,-5390.64,5962,-21335,87317109.3504,-2553,-14320.0,3183.0,2400.12,10599,-8226,44464055.7856,3424,-4485.0,9158.0,4740.52,11270,294,14036885.7696,3117,1584.0,8055.0,2
7175.136363636364,8076,6300,345634.2995867769,7264.5,6620.25,7664.75,-10562,-6051,-14486,8041851.090909091,-11056.5,-13233.5,-8011.0,-8101.954545454545,-3523,-10441,4721496.588842975,-9171.5,-9607.25,-6509.5,-5433.5,4793,-20683,80004002.3409091,-1800.0,-14113.0,2239.5,2126.5,13983,-11371,70941713.88636364,3089.5,-5786.25,9463.0,4014.4545454545455,13025,-3433,35940152.33884297,4964.5,-2274.5,9674.0,2
6280.56,7743,5093,845358.9664,6378,5353.0,7147.0,-11253.16,-6703,-15165,9111431.4144,-12297,-14121.0,-8215.0,-7425.88,-3137,-9555,3354721.9456,-8240,-8672.0,-6483.0,-4785.8,6934,-22539,91830378.24000001,-1882,-13794.0,3327.0,3082,11817,-7040,39320047.68,3853,-3182.0,8429.0,4683.2,14020,-2312,33371912.959999997,4728,-1662.0,10010.0,2
8125.16,10314,6297,2365217.4944,7662,6655.0,9716.0,-7280.72,-3322,-12914,10662778.4416,-6910,-9969.0,-4111.0,-7290.32,-1408,-9745,7281581.5775999995,-8644,-9261.0,-5561.0,-8014.88,373,-22115,56399663.5456,-4147,-14632.0,-1750.0,4088.96,13758,-7146,55422560.9184,5021,-3147.0,10654.0,3949.36,13396,-3554,41156731.1904,1551,-2066.0,10607.0,2
8181.12,10226,6524,1989663.1456,7626,6891.0,9677.0,-6573.96,-2079,-12654,12715730.3584,-5995,-9989.0,-3226.0,-7069.32,-1385,-10057,7566027.5775999995,-8224,-9201.0,-5134.0,-8610.16,-909,-21806,51015964.6144,-5497,-15007.0,-2028.0,3141.2,15065,-7011,54710274.24,3825,-4256.0,8952.0,3967.6,15198,-4642,55206537.6,1031,-2809.0,12281.0,2
8052.72,10557,6161,2971621.8016,7199,6388.0,9960.0,-6143.04,-1893,-11690,11682674.0384,-5555,-9500.0,-2643.0,-6264.44,-527,-8707,6982518.8064,-7442,-8485.0,-4734.0,-9213.92,-784,-21463,52002853.1136,-5279,-15945.0,-3216.0,3479.96,16277,-10331,91873131.0784,7015,-6615.0,11900.0,3910.56,14616,-4666,53325495.5264,517,-2623.0,11754.0,2
7188.36,9649,4984,3056494.3904,6608,5512.0,8993.0,-8606.48,-4652,-14405,9855538.0896,-8510,-11622.0,-5411.0,-6639.96,-1199,-9147,6431666.6784,-7242,-8916.0,-5330.0,-9067.28,-411,-21678,54741550.2016,-5109,-15941.0,-2852.0,3104.16,15891,-10559,92125153.4944,6251,-7212.0,11946.0,3649.84,12677,-3178,37531742.9344,-247,-1553.0,10578.0,2
7628.4,10082,5351,3150610.96,7348,5966.0,9380.0,-8350.48,-4256,-13294,9982694.0096,-8148,-11274.0,-5178.0,-5749,561,-8952,10409026.4,-6906,-8518.0,-3120.0,-9542.28,-1796,-21369,45662346.8416,-6051,-15936.0,-3903.0,3341.36,15904,-10229,80377865.4304,6480,-6399.0,10929.0,4807.28,14547,-3144,46182551.7216,2204,-1679.0,11947.0,2
6555,9936,4917,2350742.16,5993,5328.0,7467.0,-4978.68,359,-13707,18594187.8976,-4236,-8261.0,-1311.0,-8103.44,-1878,-10655,4867990.3264,-8702,-9650.0,-7369.0,-11466.72,154,-22632,60456372.5216,-12521,-18141.0,-3785.0,692.36,15921,-10223,79827129.5104,-3223,-6662.0,9658.0,822.92,14931,-4871,36011067.0336,-1748,-3040.0,1968.0,2
